,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
5841,5842,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.38,0.01,229,206,156,240.4,114.7,64.8,0.92,0
5842,5843,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.48,0.11,154,137,103,251.5,114.3,66.7,0.98,4
5843,5844,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.15,0.1,229,178,149,250.5,121.3,63.1,0.98,3
5844,5845,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.28,0.07,222,171,134,131.0,125.5,65.0,0.55,5
5845,5846,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.26,0.01,229,201,145,261.6,119.0,66.4,1.06,9
5846,5847,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.1,0.09,229,140,115,254.6,114.4,64.1,0.96,2
5847,5848,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.11,0.01,222,171,134,252.1,119.7,64.5,1.0,5
5848,5849,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.09,0.01,229,140,115,216.2,116.7,65.6,0.85,2
5849,5850,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.36,0.01,229,140,115,248.4,117.4,65.9,0.99,2
5850,5851,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.12,0.15,194,155,102,261.7,114.9,65.1,1.0,6
5851,5852,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.43,0.13,229,140,115,252.0,125.0,61.9,1.0,2
5852,5853,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.7,0.01,229,145,124,252.7,116.5,66.7,1.01,2
5853,5854,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.7,0.01,222,189,147,252.3,117.4,66.8,1.01,7
5854,5855,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.1,0.01,222,189,147,256.9,120.2,62.7,0.99,7
5855,5856,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.41,0.15,194,155,102,241.6,117.8,63.1,0.92,6
5856,5857,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.9,0.01,229,140,115,259.1,120.1,65.8,1.05,2
5857,5858,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.24,0.08,229,140,115,238.8,119.0,65.6,0.96,2
5858,5859,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.13,0.01,229,189,140,260.7,118.0,66.5,1.05,8
5859,5860,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.08,0.12,229,206,156,251.5,123.3,66.7,1.06,0
5860,5861,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.6,0.01,222,171,134,255.9,118.6,68.1,1.06,5
5861,5862,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.32,0.01,185,152,119,221.7,123.4,65.9,0.92,1
5862,5863,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.17,0.08,229,201,145,145.4,124.6,66.8,0.62,9
5863,5864,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.09,0.01,222,189,147,238.8,117.5,66.8,0.96,7
5864,5865,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.44,0.01,229,140,115,250.7,122.6,64.1,1.01,2
5865,5866,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.7,0.01,222,189,147,254.0,116.0,64.1,0.97,7
5866,5867,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.21,0.01,229,206,156,251.1,121.5,67.5,1.06,0
5867,5868,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.1,0.01,229,189,140,245.5,125.2,63.7,1.0,8
5868,5869,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.09,0.11,154,137,103,250.6,117.0,64.0,0.96,4
5869,5870,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.23,0.01,229,206,156,243.4,122.5,65.4,1.0,0
5870,5871,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.2,0.12,229,201,145,131.2,119.4,66.8,0.54,9
5871,5872,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.8,0.01,229,140,115,250.0,122.8,64.5,1.02,2
5872,5873,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.2,0.01,154,137,103,242.2,117.5,62.8,0.92,4
5873,5874,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.6,0.01,229,178,149,242.0,117.2,63.4,0.92,3
5874,5875,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.26,0.01,185,152,119,253.4,120.4,67.8,1.06,1
5875,5876,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.2,0.01,229,206,156,221.8,115.8,66.2,0.87,0
5876,5877,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.45,0.01,229,206,156,158.4,118.8,64.9,0.63,0
5877,5878,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.8,0.11,229,206,156,132.9,124.9,64.1,0.55,0
5878,5879,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.2,0.01,229,201,145,140.7,125.8,66.3,0.6,9
5879,5880,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.38,0.01,222,189,147,258.1,114.7,67.4,1.02,7
5880,5881,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.08,0.01,222,189,147,128.7,121.9,64.7,0.52,7
5881,5882,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.2,0.01,154,137,103,191.1,121.5,65.6,0.78,4
5882,5883,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.38,0.01,229,178,149,251.4,120.8,63.1,0.98,3
5883,5884,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.44,0.01,222,171,134,246.3,125.0,64.1,1.01,5
5884,5885,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.45,0.01,229,206,156,240.3,123.7,66.3,1.01,0
5885,5886,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.1,0.13,222,189,147,256.0,117.6,65.6,1.01,7
5886,5887,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.35,0.01,222,189,147,251.0,116.3,65.9,0.99,7
5887,5888,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.17,0.01,229,140,115,252.7,120.9,67.6,1.06,2
5888,5889,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.41,0.01,222,171,134,249.5,125.9,63.8,1.03,5
5889,5890,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.43,0.01,229,206,156,241.5,118.9,68.0,1.0,0
5890,5891,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.43,0.01,229,201,145,245.4,116.0,67.3,0.98,9
5891,5892,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.4,0.01,229,140,115,253.3,114.9,62.8,0.94,2
5892,5893,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.09,0.01,154,137,103,196.4,119.7,66.5,0.8,4
5893,5894,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.6,0.01,229,145,124,171.7,117.2,67.9,0.7,2
5894,5895,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.47,0.01,222,189,147,254.1,119.7,65.3,1.02,7
5895,5896,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.2,0.07,229,140,115,255.1,120.2,65.5,1.03,2
5896,5897,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.4,0.01,229,189,140,239.3,120.7,64.0,0.95,8
5897,5898,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.16,0.01,229,178,149,259.4,116.1,66.7,1.03,3
5898,5899,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.36,0.01,229,178,149,247.5,118.7,65.8,0.99,3
5899,5900,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.32,0.01,222,189,147,258.7,120.2,66.2,1.06,7
5900,5901,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.4,0.07,154,137,103,242.0,121.4,65.1,0.98,4
5901,5902,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.11,0.14,229,206,156,245.8,116.5,63.5,0.93,0
5902,5903,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.31,0.01,229,140,115,158.3,125.7,65.4,0.67,2
5903,5904,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.13,0.01,154,137,103,259.1,119.7,65.0,1.03,4
5904,5905,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.33,0.08,229,178,149,261.9,123.7,63.3,1.05,3
5905,5906,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.7,0.01,229,140,115,247.8,119.1,61.9,0.94,2
5906,5907,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.8,0.1,229,145,124,250.1,114.8,67.2,0.99,2
5907,5908,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.1,0.07,229,201,145,244.9,116.6,63.9,0.94,9
5908,5909,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.4,0.01,229,201,145,240.4,115.2,66.5,0.94,9
5909,5910,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.27,0.11,229,201,145,243.9,119.7,65.5,0.98,9
5910,5911,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.48,0.01,229,189,140,258.4,124.5,63.9,1.05,8
5911,5912,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.25,0.01,229,145,124,244.8,115.6,68.1,0.99,2
5912,5913,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.0,0.01,222,171,134,243.2,119.6,64.9,0.97,5
5913,5914,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.6,0.01,229,140,115,253.2,123.8,63.0,1.01,2
5914,5915,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.23,0.09,222,189,147,258.3,117.7,64.0,1.0,7
5915,5916,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.18,0.1,222,189,147,255.4,124.0,64.9,1.05,7
5916,5917,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.37,0.09,194,155,102,205.3,120.7,65.1,0.83,6
5917,5918,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.08,0.01,194,155,102,242.9,114.7,68.0,0.97,6
5918,5919,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.17,0.07,229,145,124,243.6,114.4,63.0,0.9,2
5919,5920,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.27,0.1,229,189,140,232.7,116.5,62.9,0.87,8
5920,5921,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.05,0.1,229,145,124,255.0,123.5,64.5,1.04,2
5921,5922,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.18,0.01,222,189,147,261.1,116.6,66.1,1.03,7
5922,5923,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.8,0.01,229,206,156,247.5,117.0,66.4,0.99,0
5923,5924,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.14,0.01,229,189,140,252.4,118.0,63.9,0.98,8
5924,5925,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.23,0.09,229,145,124,260.1,118.7,67.0,1.06,2
5925,5926,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.3,0.01,229,140,115,159.8,124.0,65.6,0.67,2
5926,5927,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.42,0.12,185,152,119,257.0,119.6,62.0,0.98,1
5927,5928,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.16,0.13,229,201,145,240.0,118.2,64.6,0.94,9
5928,5929,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.44,0.01,229,140,115,129.1,115.2,68.2,0.52,2
5929,5930,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.9,0.01,222,189,147,256.0,119.7,67.0,1.05,7
5930,5931,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.16,0.11,229,189,140,239.0,121.7,64.9,0.97,8
5931,5932,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.3,0.14,222,171,134,254.8,116.4,64.2,0.98,5
5932,5933,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.4,0.01,229,206,156,248.7,115.3,63.5,0.93,0
5933,5934,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.38,0.01,185,152,119,198.8,124.4,64.1,0.81,1
5934,5935,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.3,0.1,229,201,145,250.7,117.5,63.6,0.96,9
5935,5936,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.14,0.1,229,189,140,246.9,119.3,63.7,0.96,8
5936,5937,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.06,0.01,194,155,102,222.4,123.0,62.4,0.88,6
5937,5938,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.26,0.01,229,178,149,242.7,114.1,66.5,0.94,3
5938,5939,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.33,0.01,229,140,115,256.7,115.5,62.1,0.94,2
5939,5940,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.33,0.15,229,206,156,249.3,122.3,66.4,1.04,0
5940,5941,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.46,0.01,154,137,103,245.3,118.0,62.1,0.92,4
5941,5942,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.32,0.01,222,171,134,258.5,122.5,64.7,1.05,5
5942,5943,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.47,0.01,194,155,102,241.1,114.7,62.5,0.89,6
5943,5944,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.33,0.12,229,189,140,243.5,119.9,63.2,0.95,8
5944,5945,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.3,0.01,222,189,147,134.9,125.5,66.9,0.58,7
5945,5946,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.2,0.01,229,189,140,131.4,118.0,65.1,0.52,8
5946,5947,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.13,0.11,229,178,149,255.8,124.7,61.8,1.01,3
5947,5948,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.38,0.01,229,206,156,139.8,117.9,64.2,0.54,0
5948,5949,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.26,0.08,154,137,103,241.1,125.8,62.4,0.97,4
5949,5950,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.49,0.14,222,189,147,147.4,123.9,67.2,0.63,7
5950,5951,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.5,0.09,229,178,149,251.1,123.8,67.1,1.07,3
5951,5952,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.06,0.01,222,171,134,128.0,120.8,64.6,0.51,5
5952,5953,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.43,0.01,229,140,115,240.4,120.3,66.8,0.99,2
5953,5954,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.45,0.01,229,189,140,149.2,123.0,67.1,0.63,8
5954,5955,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.07,0.01,194,155,102,241.9,116.8,63.3,0.92,6
5955,5956,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.6,0.01,229,206,156,240.5,118.4,67.0,0.98,0
5956,5957,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.39,0.08,229,140,115,255.3,119.6,64.0,1.0,2
5957,5958,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.3,0.01,229,140,115,205.8,116.9,64.7,0.8,2
5958,5959,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.08,0.01,229,206,156,167.1,123.2,64.9,0.69,0
5959,5960,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.4,0.01,194,155,102,252.7,117.2,62.9,0.96,6
5960,5961,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.25,0.12,222,189,147,254.7,118.9,64.9,1.01,7
5961,5962,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.19,0.01,185,152,119,249.8,114.9,67.3,0.99,1
5962,5963,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.45,0.1,229,178,149,142.5,114.9,64.8,0.54,3
5963,5964,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.07,0.01,222,189,147,256.0,117.2,65.2,1.0,7
5964,5965,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.4,0.01,229,201,145,248.6,116.0,64.4,0.95,9
5965,5966,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.41,0.01,194,155,102,248.3,116.1,68.0,1.01,6
5966,5967,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.1,0.12,222,189,147,250.4,115.1,64.7,0.96,7
5967,5968,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.26,0.01,222,171,134,240.8,119.3,66.0,0.97,5
5968,5969,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.49,0.01,185,152,119,253.7,122.6,63.8,1.02,1
5969,5970,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.37,0.01,154,137,103,259.2,120.5,65.5,1.05,4
5970,5971,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.4,0.01,229,201,145,255.6,122.2,62.9,1.01,9
5971,5972,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.38,0.01,222,171,134,256.8,120.1,64.3,1.02,5
5972,5973,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.14,0.14,229,189,140,134.4,122.4,66.8,0.56,8
5973,5974,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.45,0.01,229,145,124,257.9,121.3,68.1,1.09,2
5974,5975,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.35,0.01,222,171,134,180.1,114.9,65.9,0.7,5
5975,5976,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.44,0.15,222,171,134,260.8,126.0,66.8,1.13,5
5976,5977,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.18,0.01,229,201,145,243.0,115.9,64.5,0.93,9
5977,5978,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.11,0.01,229,201,145,201.8,114.2,64.0,0.76,9
5978,5979,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.3,0.14,229,189,140,251.6,125.7,65.8,1.07,8
5979,5980,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.2,0.01,154,137,103,246.4,122.5,63.0,0.98,4
5980,5981,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.38,0.01,194,155,102,238.8,122.6,64.3,0.97,6
5981,5982,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.34,0.07,222,171,134,242.6,118.2,63.4,0.93,5
5982,5983,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.6,0.01,154,137,103,231.8,117.2,64.4,0.9,4
5983,5984,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.34,0.01,222,171,134,255.9,124.1,64.9,1.06,5
5984,5985,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.2,0.01,154,137,103,255.2,119.3,65.9,1.03,4
5985,5986,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.44,0.01,194,155,102,211.7,117.7,67.7,0.87,6
5986,5987,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.06,0.11,154,137,103,244.2,120.5,65.2,0.98,4
5987,5988,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.48,0.01,229,178,149,262.0,120.7,66.9,1.08,3
5988,5989,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.09,0.07,229,201,145,262.3,119.5,66.2,1.06,9
5989,5990,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.23,0.12,229,189,140,256.7,123.9,65.5,1.07,8
5990,5991,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.19,0.01,154,137,103,258.0,116.4,63.0,0.97,4
5991,5992,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.26,0.01,229,178,149,249.7,114.9,64.0,0.94,3
5992,5993,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.48,0.01,229,140,115,245.1,118.9,63.2,0.94,2
5993,5994,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.3,0.01,229,145,124,253.2,121.5,62.7,0.99,2
5994,5995,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.16,0.01,229,140,115,127.0,122.3,64.3,0.51,2
5995,5996,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.49,0.01,154,137,103,248.8,122.6,62.2,0.97,4
5996,5997,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.42,0.11,229,145,124,249.0,116.9,65.8,0.98,2
5997,5998,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.49,0.01,185,152,119,257.9,125.1,66.2,1.1,1
5998,5999,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.2,0.13,229,189,140,248.9,121.5,64.7,1.0,8
5999,6000,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.1,0.15,229,145,124,249.5,123.1,62.4,0.98,2
6000,6001,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.32,0.01,222,189,147,239.2,115.9,63.8,0.91,7
6001,6002,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.42,0.01,229,145,124,257.6,119.2,64.1,1.01,2
6002,6003,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.17,0.08,222,189,147,250.5,116.4,64.9,0.97,7
6003,6004,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.2,0.01,194,155,102,260.6,124.8,68.2,1.14,6
6004,6005,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.5,0.01,229,206,156,258.4,123.1,62.2,1.01,0
6005,6006,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.46,0.1,229,178,149,248.0,115.4,62.6,0.92,3
6006,6007,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.3,0.13,154,137,103,238.0,120.6,64.0,0.94,4
6007,6008,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.41,0.01,229,140,115,239.2,124.6,63.4,0.97,2
6008,6009,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.22,0.01,194,155,102,166.1,116.6,62.3,0.62,6
6009,6010,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.32,0.01,229,201,145,252.1,120.7,66.8,1.04,9
6010,6011,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.31,0.14,229,206,156,249.7,117.5,66.3,1.0,0
6011,6012,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.05,0.14,229,178,149,243.6,122.1,63.4,0.97,3
6012,6013,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.17,0.01,222,171,134,260.2,114.8,67.4,1.03,5
6013,6014,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.1,0.08,229,178,149,250.8,124.0,66.2,1.06,3
6014,6015,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.31,0.01,229,140,115,244.8,124.0,63.0,0.98,2
6015,6016,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.24,0.11,222,189,147,258.2,121.8,64.2,1.04,7
6016,6017,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.28,0.01,229,201,145,256.1,125.3,65.3,1.07,9
6017,6018,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.4,0.01,222,189,147,170.9,118.0,65.7,0.68,7
6018,6019,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.21,0.01,222,171,134,239.0,125.7,62.0,0.96,5
6019,6020,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.1,0.01,229,189,140,261.6,123.1,62.9,1.04,8
6020,6021,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.5,0.1,222,189,147,244.9,121.9,63.0,0.96,7
