,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
3904,3905,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.33,0.08,229,102,103,256.2,116.0,62.5,0.95,4
3905,3906,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.14,149,95,67,238.8,121.3,66.0,0.98,6
3906,3907,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,102,103,254.5,122.2,64.7,1.03,4
3907,3908,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,229,102,103,260.3,115.5,65.2,1.01,4
3908,3909,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.01,149,95,67,243.0,115.7,62.1,0.9,6
3909,3910,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,229,140,97,191.2,115.5,67.0,0.76,8
3910,3911,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.1,229,140,97,240.2,119.5,67.7,1.0,8
3911,3912,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.1,156,73,62,246.5,115.5,66.5,0.97,3
3912,3913,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.14,0.01,156,73,62,242.6,117.2,67.5,0.98,3
3913,3914,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,229,140,97,238.0,118.2,67.4,0.97,8
3914,3915,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.48,0.01,160,76,67,243.2,119.5,63.9,0.95,3
3915,3916,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.01,229,102,103,251.1,120.8,66.5,1.03,4
3916,3917,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.45,0.01,229,140,97,251.3,118.6,66.7,1.02,8
3917,3918,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,156,73,62,253.6,119.7,62.0,0.97,3
3918,3919,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.1,179,104,70,243.0,114.4,67.2,0.96,7
3919,3920,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,229,102,103,260.5,115.2,63.3,0.97,4
3920,3921,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.01,122,49,53,243.4,116.9,63.7,0.93,2
3921,3922,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.11,207,104,77,240.1,120.2,64.7,0.96,5
3922,3923,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,149,95,67,250.1,116.9,67.9,1.02,6
3923,3924,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,207,104,77,192.9,120.2,65.9,0.78,5
3924,3925,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.12,229,102,103,249.8,114.0,67.9,0.99,4
3925,3926,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,122,49,53,257.7,125.6,64.4,1.07,2
3926,3927,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.01,229,102,103,250.6,125.0,62.3,1.0,4
3927,3928,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.01,229,127,111,257.4,125.4,65.4,1.08,9
3928,3929,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.14,229,127,111,251.7,121.3,62.5,0.98,9
3929,3930,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,191,87,72,249.2,125.3,64.7,1.04,0
3930,3931,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.38,0.01,207,104,77,239.2,116.8,65.7,0.94,5
3931,3932,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,229,102,103,243.4,114.8,62.9,0.9,4
3932,3933,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,160,76,67,254.2,119.2,66.8,1.04,3
3933,3934,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.09,229,140,107,240.4,123.9,61.8,0.94,1
3934,3935,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,122,49,53,249.0,122.4,65.3,1.02,2
3935,3936,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.01,207,104,77,248.2,118.2,61.9,0.93,5
3936,3937,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.13,229,145,105,245.9,115.3,67.3,0.98,1
3937,3938,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,207,104,77,256.4,121.0,61.9,0.98,5
3938,3939,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,179,104,70,254.5,117.3,62.3,0.95,7
3939,3940,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,140,107,253.6,120.2,63.2,0.99,1
3940,3941,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.33,0.01,160,76,67,252.1,116.2,61.8,0.93,3
3941,3942,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.12,229,127,111,245.7,118.4,66.2,0.99,9
3942,3943,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.01,229,127,111,254.8,116.2,66.7,1.01,9
3943,3944,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,229,102,103,251.3,123.8,61.9,0.99,4
3944,3945,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.27,0.01,179,104,70,256.8,120.9,65.3,1.04,7
3945,3946,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.01,229,102,103,243.6,122.9,65.7,1.01,4
3946,3947,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.15,122,49,53,261.8,122.8,63.7,1.05,2
3947,3948,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.01,229,145,105,157.8,125.4,61.9,0.63,1
3948,3949,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,229,140,97,191.0,118.3,66.4,0.77,8
3949,3950,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.38,0.15,149,95,67,211.7,120.8,67.8,0.89,6
3950,3951,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.09,207,104,77,259.1,121.7,67.2,1.09,5
3951,3952,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.1,229,127,111,240.3,122.3,67.4,1.02,9
3952,3953,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.01,160,76,67,238.3,118.3,68.1,0.98,3
3953,3954,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,149,95,67,255.0,116.6,62.1,0.95,6
3954,3955,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,156,73,62,244.8,116.1,67.3,0.98,3
3955,3956,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.38,0.01,229,102,103,224.4,122.1,62.9,0.88,4
3956,3957,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.33,0.14,156,73,62,256.7,125.5,65.4,1.08,3
3957,3958,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.01,229,127,111,234.7,114.5,66.5,0.92,9
3958,3959,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.13,149,95,67,259.4,116.2,66.3,1.02,6
3959,3960,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,149,95,67,253.3,121.9,64.1,1.01,6
3960,3961,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.01,156,73,62,251.2,121.5,65.4,1.02,3
3961,3962,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,149,95,67,257.9,114.3,64.3,0.97,6
3962,3963,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.43,0.01,122,49,53,252.5,122.4,61.9,0.98,2
3963,3964,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.14,0.01,179,104,70,239.7,116.9,63.6,0.91,7
3964,3965,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,149,95,67,238.1,119.3,66.2,0.96,6
3965,3966,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.37,0.01,191,87,72,262.1,122.0,63.3,1.04,0
3966,3967,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,229,145,105,205.9,115.4,62.2,0.76,1
3967,3968,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.01,229,145,105,182.1,123.8,63.5,0.73,1
3968,3969,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.14,0.01,229,145,105,189.9,116.5,63.4,0.72,1
3969,3970,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,228,136,105,150.0,119.2,67.2,0.62,1
3970,3971,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.01,156,73,62,255.0,114.7,63.8,0.96,3
3971,3972,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,229,140,107,257.7,121.9,66.3,1.07,1
3972,3973,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,102,103,261.7,124.1,64.1,1.07,4
3973,3974,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.45,0.01,149,95,67,238.7,123.7,66.5,1.01,6
3974,3975,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,229,145,105,257.9,124.1,67.9,1.11,1
3975,3976,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.1,122,49,53,243.4,115.8,64.0,0.93,2
3976,3977,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.45,0.01,229,127,111,262.5,120.1,63.3,1.02,9
3977,3978,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.1,229,140,97,247.3,121.6,66.8,1.03,8
3978,3979,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,149,95,67,246.1,124.6,67.0,1.05,6
3979,3980,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.48,0.1,207,104,77,246.6,115.0,62.5,0.91,5
3980,3981,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.14,228,136,105,161.0,123.8,66.5,0.68,1
3981,3982,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,229,140,107,260.5,125.7,67.5,1.13,1
3982,3983,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,207,104,77,243.3,118.0,64.5,0.95,5
3983,3984,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.09,160,76,67,243.4,123.9,66.1,1.02,3
3984,3985,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.14,229,140,107,169.2,120.1,63.3,0.66,1
3985,3986,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,228,136,105,128.5,124.3,64.0,0.52,1
3986,3987,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.32,0.09,229,140,97,262.3,122.2,64.8,1.07,8
3987,3988,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.01,229,102,103,252.2,120.0,66.5,1.03,4
3988,3989,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.33,0.01,191,87,72,234.4,116.7,64.6,0.91,0
3989,3990,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,122,49,53,259.9,124.4,66.0,1.09,2
3990,3991,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.43,0.09,229,145,105,255.6,119.1,62.5,0.98,1
3991,3992,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.11,179,104,70,128.1,116.6,63.3,0.48,7
3992,3993,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.14,191,87,72,245.1,123.7,65.9,1.02,0
3993,3994,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,229,145,105,252.2,118.6,64.8,0.99,1
3994,3995,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.13,149,95,67,254.5,125.6,65.7,1.08,6
3995,3996,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.07,229,140,97,239.1,115.9,64.0,0.91,8
3996,3997,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.01,229,140,107,242.0,121.3,65.1,0.98,1
3997,3998,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.09,229,102,103,261.9,120.6,64.2,1.04,4
3998,3999,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,160,76,67,237.5,114.4,61.9,0.86,3
3999,4000,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.1,229,145,105,239.9,114.8,67.8,0.96,1
4000,4001,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,229,140,107,238.7,118.0,62.5,0.9,1
4001,4002,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.16,0.12,228,136,105,261.8,118.6,66.2,1.05,1
4002,4003,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.14,0.15,160,76,67,245.7,124.9,67.0,1.05,3
4003,4004,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.13,156,73,62,257.0,125.4,67.0,1.11,3
4004,4005,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.08,228,136,105,261.9,118.7,64.7,1.03,1
4005,4006,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,149,95,67,150.2,120.3,64.3,0.6,6
4006,4007,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.01,160,76,67,257.0,118.8,65.5,1.03,3
4007,4008,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,229,127,111,261.1,114.1,61.8,0.94,9
4008,4009,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.11,122,49,53,250.5,116.6,66.4,0.99,2
4009,4010,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.05,0.07,179,104,70,256.4,120.0,64.7,1.02,7
4010,4011,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,229,145,105,247.2,118.0,63.4,0.95,1
4011,4012,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,156,73,62,238.5,120.0,66.5,0.98,3
4012,4013,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,228,136,105,243.8,118.8,66.2,0.98,1
4013,4014,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,207,104,77,257.3,125.5,63.4,1.05,5
4014,4015,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.48,0.01,160,76,67,248.9,116.3,65.3,0.97,3
4015,4016,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,229,140,107,215.8,120.1,65.3,0.87,1
4016,4017,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,191,87,72,256.4,118.1,67.8,1.05,0
4017,4018,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,149,95,67,255.0,115.8,63.8,0.97,6
4018,4019,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,228,136,105,153.9,125.4,66.1,0.65,1
4019,4020,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,207,104,77,257.7,118.0,66.4,1.04,5
4020,4021,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,122,49,53,239.6,120.1,65.8,0.97,2
4021,4022,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.33,0.01,179,104,70,248.2,121.7,65.5,1.01,7
4022,4023,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.43,0.12,149,95,67,247.9,116.4,67.9,1.0,6
4023,4024,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,179,104,70,199.9,118.8,62.5,0.76,7
4024,4025,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.18,0.01,207,104,77,253.4,121.2,62.1,0.98,5
4025,4026,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,228,136,105,252.9,122.3,62.0,0.98,1
4026,4027,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.1,207,104,77,239.3,122.1,65.2,0.98,5
4027,4028,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,160,76,67,239.9,122.6,61.9,0.93,3
4028,4029,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.37,0.01,179,104,70,250.4,121.8,63.2,0.99,7
4029,4030,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.36,0.01,179,104,70,258.6,124.2,63.8,1.05,7
4030,4031,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,140,107,260.5,118.1,66.8,1.05,1
4031,4032,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,207,104,77,254.0,123.4,61.9,0.99,5
4032,4033,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,149,95,67,248.6,121.7,62.3,0.97,6
4033,4034,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,160,76,67,250.7,116.3,64.9,0.97,3
4034,4035,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.01,156,73,62,243.3,115.4,62.2,0.9,3
4035,4036,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.37,0.01,229,145,105,246.3,121.1,67.8,1.04,1
4036,4037,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.08,229,140,97,246.9,122.2,67.9,1.05,8
4037,4038,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,160,76,67,239.7,122.4,66.4,1.0,3
4038,4039,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.08,179,104,70,251.6,116.6,68.0,1.02,7
4039,4040,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.11,149,95,67,248.2,120.7,67.9,1.04,6
4040,4041,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,160,76,67,257.2,119.5,66.9,1.05,3
4041,4042,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.36,0.01,229,140,97,192.8,124.2,62.1,0.76,8
4042,4043,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.01,149,95,67,238.2,122.4,64.5,0.96,6
4043,4044,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,191,87,72,256.5,118.3,65.4,1.02,0
4044,4045,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.18,0.01,229,102,103,246.1,120.8,63.9,0.97,4
4045,4046,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.01,191,87,72,241.8,114.5,62.7,0.89,0
4046,4047,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.01,179,104,70,200.8,116.7,62.5,0.75,7
4047,4048,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,140,97,259.8,122.9,64.3,1.05,8
4048,4049,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.01,179,104,70,257.3,119.4,67.4,1.06,7
4049,4050,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.08,207,104,77,254.1,119.0,61.9,0.96,5
4050,4051,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.16,0.01,229,140,107,247.3,119.6,63.5,0.96,1
4051,4052,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,160,76,67,253.0,119.2,66.4,1.03,3
4052,4053,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,229,140,97,244.9,123.0,64.4,0.99,8
4053,4054,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,191,87,72,148.7,124.2,67.8,0.64,0
4054,4055,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,191,87,72,245.1,121.2,66.3,1.01,0
4055,4056,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,149,95,67,222.3,123.4,66.0,0.93,6
4056,4057,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.11,228,136,105,249.7,124.1,65.3,1.04,1
4057,4058,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.01,229,102,103,221.6,114.7,64.0,0.83,4
4058,4059,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.45,0.01,229,127,111,262.2,117.9,67.6,1.07,9
4059,4060,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,160,76,67,258.2,116.8,65.0,1.01,3
4060,4061,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.13,207,104,77,243.8,117.3,67.7,0.99,5
4061,4062,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,229,140,97,255.2,123.2,66.7,1.08,8
4062,4063,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.43,0.01,229,140,97,180.6,123.1,66.2,0.75,8
4063,4064,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.07,179,104,70,231.4,115.6,67.6,0.93,7
4064,4065,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.09,156,73,62,246.2,124.1,65.5,1.03,3
4065,4066,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.13,191,87,72,253.6,117.6,66.0,1.01,0
4066,4067,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,122,49,53,212.2,119.6,63.8,0.83,2
4067,4068,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,229,140,97,241.6,125.5,66.9,1.04,8
4068,4069,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.48,0.01,228,136,105,236.1,122.2,63.3,0.94,1
4069,4070,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.01,149,95,67,251.4,114.7,62.7,0.93,6
4070,4071,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.01,179,104,70,243.5,114.6,61.9,0.89,7
4071,4072,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.01,229,140,97,250.5,122.5,67.4,1.06,8
